instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,usage_level
680,2012-11-10,Winter,1,11,0,6,0,Clear,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,High Usage
681,2012-11-11,Winter,1,11,0,0,0,Clear,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,High Usage
682,2012-11-12,Winter,1,11,1,1,0,Clear,0.485,0.475383,0.741667,0.173517,1097,5172,6269,High Usage
683,2012-11-13,Winter,1,11,0,2,1,Mist,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Medium Usage
684,2012-11-14,Winter,1,11,0,3,1,Clear,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Medium Usage
685,2012-11-15,Winter,1,11,0,4,1,Mist,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Medium Usage
686,2012-11-16,Winter,1,11,0,5,1,Clear,0.345,0.347204,0.524583,0.171025,484,5214,5698,High Usage
687,2012-11-17,Winter,1,11,0,6,0,Clear,0.325,0.326383,0.545417,0.179729,1313,4316,5629,High Usage
688,2012-11-18,Winter,1,11,0,0,0,Clear,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Medium Usage
689,2012-11-19,Winter,1,11,0,1,1,Mist,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Medium Usage
690,2012-11-20,Winter,1,11,0,2,1,Mist,0.374167,0.380667,0.685,0.082725,534,5100,5634,High Usage
691,2012-11-21,Winter,1,11,0,3,1,Clear,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Medium Usage
692,2012-11-22,Winter,1,11,1,4,0,Clear,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Low Usage
693,2012-11-23,Winter,1,11,0,5,1,Clear,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Medium Usage
694,2012-11-24,Winter,1,11,0,6,0,Clear,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Low Usage
695,2012-11-25,Winter,1,11,0,0,0,Clear,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Low Usage
696,2012-11-26,Winter,1,11,0,1,1,Clear,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Medium Usage
697,2012-11-27,Winter,1,11,0,2,1,Mist,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Medium Usage
698,2012-11-28,Winter,1,11,0,3,1,Clear,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Medium Usage
699,2012-11-29,Winter,1,11,0,4,1,Clear,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Medium Usage
700,2012-11-30,Winter,1,11,0,5,1,Clear,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,High Usage
701,2012-12-01,Winter,1,12,0,6,0,Mist,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Medium Usage
702,2012-12-02,Winter,1,12,0,0,0,Mist,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Medium Usage
703,2012-12-03,Winter,1,12,0,1,1,Clear,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,High Usage
704,2012-12-04,Winter,1,12,0,2,1,Clear,0.475833,0.469054,0.73375,0.174129,551,6055,6606,High Usage
705,2012-12-05,Winter,1,12,0,3,1,Clear,0.438333,0.428012,0.485,0.324021,331,5398,5729,High Usage
706,2012-12-06,Winter,1,12,0,4,1,Clear,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Medium Usage
707,2012-12-07,Winter,1,12,0,5,1,Mist,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Medium Usage
708,2012-12-08,Winter,1,12,0,6,0,Mist,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,High Usage
709,2012-12-09,Winter,1,12,0,0,0,Mist,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Low Usage
710,2012-12-10,Winter,1,12,0,1,1,Mist,0.435833,0.435575,0.925,0.190308,329,4841,5170,Medium Usage
711,2012-12-11,Winter,1,12,0,2,1,Mist,0.353333,0.338363,0.596667,0.296037,282,5219,5501,High Usage
712,2012-12-12,Winter,1,12,0,3,1,Mist,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Medium Usage
713,2012-12-13,Winter,1,12,0,4,1,Clear,0.295833,0.294188,0.485833,0.174129,425,5107,5532,High Usage
714,2012-12-14,Winter,1,12,0,5,1,Clear,0.281667,0.294192,0.642917,0.131229,429,5182,5611,High Usage
715,2012-12-15,Winter,1,12,0,6,0,Clear,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Medium Usage
716,2012-12-16,Winter,1,12,0,0,0,Mist,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Medium Usage
717,2012-12-17,Winter,1,12,0,1,1,Mist,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Medium Usage
718,2012-12-18,Winter,1,12,0,2,1,Clear,0.410833,0.409708,0.66625,0.221404,433,5124,5557,High Usage
719,2012-12-19,Winter,1,12,0,3,1,Clear,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Medium Usage
720,2012-12-20,Winter,1,12,0,4,1,Mist,0.33,0.335217,0.667917,0.132463,314,3814,4128,Medium Usage
721,2012-12-21,Spring,1,12,0,5,1,Mist,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Medium Usage
722,2012-12-22,Spring,1,12,0,6,0,Clear,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Low Usage
723,2012-12-23,Spring,1,12,0,0,0,Clear,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Low Usage
724,2012-12-24,Spring,1,12,0,1,1,Mist,0.231304,0.2589,0.791304,0.0772304,174,746,920,Very Low Usage
725,2012-12-25,Spring,1,12,1,2,0,Mist,0.291304,0.294465,0.734783,0.168726,440,573,1013,Very Low Usage
726,2012-12-26,Spring,1,12,0,3,1,Light Snow,0.243333,0.220333,0.823333,0.316546,9,432,441,Very Low Usage
727,2012-12-27,Spring,1,12,0,4,1,Mist,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Low Usage
728,2012-12-28,Spring,1,12,0,5,1,Mist,0.253333,0.255046,0.59,0.155471,644,2451,3095,Low Usage
729,2012-12-29,Spring,1,12,0,6,0,Mist,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Very Low Usage
730,2012-12-30,Spring,1,12,0,0,0,Clear,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Low Usage
731,2012-12-31,Spring,1,12,0,1,1,Mist,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Low Usage
